ID,Number,Date,Start time,End time,Duration,rel. Duration,Salary,rel. Salary,Project ID,Project,Employer/Client,Description,Location,Feeling,Billable,Paid,Type,Tags,Breaks,Breaks Description,Notes
7a905dd9a98e43be8c557e673df4b812,35,5/7/16,4:37 PM,5:13 PM,00:36:00,00:36:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Started vagrant project.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
4ca5fd7664e840f0aaebac5e54665fcc,36,5/7/16,10:41 PM,11:17 PM,00:36:00,00:36:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Continued vagrant provision script.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
15e77225893540389f87f35df21fc4a2,37,5/8/16,4:50 PM,5:15 PM,00:25:00,00:25:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Vagrant progress,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
46fbad1255f6410abfd434f608863669,38,5/9/16,3:00 PM,6:24 PM,03:24:00,02:30:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Continued attempting vagrant setup,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:54:00,4:14 – 5:08 PM,
54cf4ca99946455b8a6126f870165d51,89,5/10/16,6:59 AM,1:36 PM,06:37:00,06:37:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished cart revisions.  Tested writes for saved cart data port script. 
Started learning Mongo to verify write numbers. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
d91f844457c04ff991c0deb5479906bc,90,5/10/16,3:38 PM,7:05 PM,03:27:00,03:27:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Addressed customer issue regarding pricing privilege change. 
Finished verifying saved cart port script. 
Discussed Web project possibilities with Steve.  Considering a separate render service. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
6bd1e4ced8f74f2ab7cf8271784ca26c,91,5/11/16,6:59 AM,2:00 PM,07:01:00,07:01:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Merged psql branch with default. 
Analyzed label/size code typos in size specs. 
Discussed Web front end redux solution with Ryan.  Simple stack of Unix sockets,  jinja2,  message pack.","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
dd1f3660785b429b91596fa28e1c239c,92,5/11/16,4:06 PM,7:08 PM,03:02:00,03:02:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Set up new template render service project with python,  pip and virtualenv. 
Installed and tested jinja2. 
Tested basic Unix socket client server.  
Installed git gui gitkraken. 
Set up a branch in onestop and started tracing through magnus framework to find a tie in spot. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
2e96918651f14117b0103fc6a99a1a04,93,5/12/16,7:05 AM,2:07 PM,07:02:00,07:02:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Continued tracing through magnus framework to implement new template rendering project. 
Updated trellis cards for saved carts port. 
Trial run of saved cart port on tweety. 
Quality Tested all cart features on main site. 
Fixed ssl big with Steve. 
Started quality testing mobile site features. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
91ef20a336db4ecfb8ec1e058fbfa4e5,94,5/12/16,4:14 PM,7:21 PM,03:07:00,03:07:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Started refactoring mobile WEB_ROOT into all the links in saved carts controller to allow the testing server to work with its differing apache virtual host configuration. 
Ditched the refactor to reconfigure testing server apache to not need WEB_ROOT prepend ed to every link. 
Had a bunch of trouble reconfiguring with  ssl. Steve figured out a non ssl solution for testing and addressed other bugs found along the way while explaining everything to me. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
ad42439139194d81a2bee6628819cf39,95,5/13/16,7:10 AM,1:20 PM,06:10:00,06:10:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished testing mobile carts features on testing server. 
Added time logging get to portion get script,  ran it for my local dB and the testing server dB.  
Started the employee application alteration. 
Started a version incompatibly fix with php 5.5+ and magnus mail class. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
cea86698d7b94745a42a0f53eb0105c6,96,5/13/16,3:26 PM,7:16 PM,03:50:00,03:50:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Continued editing magnus mail class until mail was sending and pdf attachments built correctly.  Still and issue with the message body.  Pushed changes up on dev branch.,"2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
20ef483eb3a945cf8fb98afce3b26944,1,5/14/16,8:30 AM,9:21 AM,00:51:00,00:51:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Researched base box creation for vagrant.  Set up and started a download to make a base box with VirtualBox.,"540 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
26a497ccf5764d7095c317275377fc60,39,5/14/16,8:30 AM,8:31 AM,00:01:00,00:01:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
7207c77bedc54384b1d9ea469c28cf88,2,5/14/16,10:03 AM,11:35 AM,01:32:00,01:32:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Messed around with guides to make a base box from scratch.  Started a new guide to make a base box from an existing base box.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
f672669285234aae815eb1268d14c947,3,5/14/16,2:38 PM,2:49 PM,00:11:00,00:11:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Started downloading the box to test.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
9b0e1132caa740a4b381f441a030ed1b,4,5/14/16,2:51 PM,3:18 PM,00:27:00,00:27:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Attempted to figure out ssh connection issue.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
5bb7c700b38f4151ae72740175310f5c,5,5/14/16,4:59 PM,5:23 PM,00:24:00,00:24:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,"Started another attempt with a different base box to work from.  14.04
","517 Eastern Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
07a67fdc5d6c4feba832c92f26273ae2,6,5/14/16,5:49 PM,7:17 PM,01:28:00,01:28:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Re started without a custom base box and using regular provision bash script to do everything.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
06771f61dfc34cf897632f0f624cf8df,7,5/14/16,9:44 PM,1:21 AM,03:37:00,03:37:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,"Finished vagrant setup. 
Discussed milestones with Mark. ","534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
3549716be9f84d92962e71acb18f43d5,8,5/14/16,11:48 PM,12:11 AM,00:23:00,00:23:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Followed guide for creating base box from an existing base box.  Started upload to atlas.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
2b40c8c7d3c44ba88d4d01760efa7799,9,5/15/16,11:52 AM,12:18 PM,00:26:00,00:26:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Set up Readme. Installed git kraken ND started dB schema.,"530 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
08c54f823d7a45b8ba90c9373e1d3618,10,5/15/16,2:12 PM,3:20 PM,01:08:00,01:08:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Initial schema set up.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
24ff1662b60f443fa8f337873def737e,11,5/15/16,8:14 PM,10:08 PM,01:54:00,01:54:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Talked with Mark about schema.  Set up auth and sass plug-ins for lein.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
e78885a89b3c4e08ad2d81e99c2b0bee,12,5/15/16,11:15 PM,12:34 AM,01:19:00,01:19:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Debugged issues with new luminus template and installed spacemacs with clojure support with Mark.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
d6b72847538c444c9fadc65dc6972a01,13,5/16/16,8:10 AM,9:32 AM,01:22:00,01:22:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,"Verified figwheel was compiling cljs. 
Worked through spacemacs evil tutor. ","534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
8892fe2ab5a44bbcb177f4a1c84b6bdf,14,5/16/16,11:55 AM,12:43 PM,00:48:00,00:48:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Discussed connecting cidr to vm with Mark. Started dB migration scripts.,"613 Lyon St NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
44e076f308414f4a9ae02d7305f546a5,3,5/17/16,6:28 AM,6:35 AM,00:07:00,00:07:00,0,0,7e1de78a51af4a0ca0fbe48f14258992,Meditation,,"Laid In bed, flat.  Tried to clear mind and relax all muscles. ","534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
9323255ec0734d85b9b84a668b7ae885,97,5/17/16,7:03 AM,2:09 PM,07:06:00,07:06:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Production push of saved carts. 
Installed spacemacs. 
Worked through updates to magnus mail with Steve and Ryan. 
Discussed job app feature with Molly. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
a1efc672437c4d57b4d338c0eb403b7a,98,5/17/16,4:27 PM,7:23 PM,02:56:00,02:56:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Addressed a cart header info issue.  Was not updating for customers due to caching issue and old js requesting a bad endpoint. After deliberation Steve and I realized that was the reason I experienced it intermittently,  because I was switching branches often. 
Started writing more functionality for pdf write changes on the job apps update. 
Continued customizing emacs and learning keys. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
03fe9687a85c4645bacb052506134b55,4,5/18/16,6:25 AM,6:35 AM,00:10:00,00:10:00,0,0,7e1de78a51af4a0ca0fbe48f14258992,Meditation,,Laid in bed.  Relaxed whole body while trying to clear mind.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
974b8eeadc9544aa83d18086b690e95b,99,5/18/16,7:10 AM,1:57 PM,06:47:00,06:47:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished jobs app changes.  Pdf writes and form is simplified. 
Pushed changes to testing and notified Molly. 
Footer images and start of css changes. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
3b69345ec5fd4cbc89a9030f412ccd28,100,5/18/16,4:06 PM,7:01 PM,02:55:00,02:55:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Styled the footer.  Lots of css trial and error.,"2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
214b76c4d2dd4d078933f0ea738eaef3,5,5/19/16,6:18 AM,6:30 AM,00:12:00,00:12:00,0,0,7e1de78a51af4a0ca0fbe48f14258992,Meditation,,Laying in bed.  Tried to clear mind and relax body but got closer to sleep.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
bfd77be7ddd64dd18668115a1364b248,101,5/19/16,7:04 AM,2:06 PM,07:02:00,07:02:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Added email recipient to custom ink orders. 
Merged psql carts to default and pushed to production. 
Started exploring custom websites hits gateways and how they are used. Also explored spacemacs tutorials. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
34fc07f23e264b89bbda55e5862c9f9d,102,5/19/16,4:06 PM,7:31 PM,03:25:00,03:25:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Emacs tutorials and python setup. 
Explored hits in generic websites and onestop app.  
Discussed erp project,  contract work,  generic website Mongo port,  and languages. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
60ab6ab64d55436cb166d67c817a0ab6,103,5/20/16,7:04 AM,2:05 PM,07:01:00,07:01:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Started a script for porting custom website hit count data.  Verified some presumptions about how data is stored in regards to what is already on postgres. 
Resolved two customer issues:
1- unwanted price  displays on custom site.  Resolved by forcing cache clear. 
2 - checkout process not showing payment option for e check.  Verified that the option was available,  determined to be user error. 
","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
1bb68ce8557a4ce7b73a5e4e820dbd8b,104,5/20/16,3:57 PM,7:06 PM,03:09:00,03:09:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Figured out how to use gtags while further exploring hits counter use.  Finished porting script.,"2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
7142fcd4ebfc4435ad13810d5003d0a4,15,5/20/16,8:32 PM,9:46 PM,01:14:00,01:14:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Call with Mark.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
8488e0c6f403485c9fa8b6ea96ac2f82,16,5/21/16,8:39 PM,11:55 PM,03:16:00,03:16:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,"Debugged why fig wheel wasn't connecting or compiling.  Found a  bad presumption of VirtualBox,  shared folders do not trigger inotify which is a low level dependency for the file watching of VirtualBox.  
Watched and discussed while mark solved two issues with fig wheel. ","534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
0204c19b64c747c8950554b710c9b029,6,5/22/16,8:28 PM,8:33 PM,00:05:00,00:05:00,0,0,7e1de78a51af4a0ca0fbe48f14258992,Meditation,,Half lotus with a pillow in the window seat.  Tried to relax away my congestion from being sick and slow a sense of urgency.  Congestion did alleviate some.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
86595b5efae84ea2950385fd7f75e6ef,105,5/24/16,7:05 AM,2:15 PM,07:10:00,07:10:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Mongo hits counter progress in onestop app. 
Explored quotes in generic website. 
Started a long look into a session user info issue with a few side effects. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
bfe1876712aa49da93d81c82000af966,106,5/24/16,2:44 PM,6:01 PM,03:17:00,03:17:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Discussed solution to get info bug.  Implemented Steve's changes.  Discussed how to deploy those changes and refactor mercurial branches. 
Outlined most critical tasks for tomorrow. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
eee2d28c989e4baab78845ce5985f2e6,107,5/25/16,7:04 AM,2:15 PM,07:11:00,07:11:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Pushed what I thought was a fix to garbage session info bug. 
Cleaned up repo branches. 
Made footer adjustments and tested job app changes. 
Looked into xdebug for spacemacs. 
Used xdebug with atom to figure out what  is causing the bad session data bug. 
Discussed how this bug is the root cause to a reported issue with Ryan. 
Discussed solutions and refactoring options. 
Started implementing and verifying a quick fix solution that Ryan came up with. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
2ca20261c73b4e59b4a42e68fb4b3f27,108,5/25/16,4:19 PM,7:05 PM,02:46:00,02:46:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Explored through invoice controller. 
Discussed how invoices work with vics and the intranet db,  and the history of onestop website, with Ryan. Traced through error readout to find a pg query fail from invoice payment submission with Ryan. 
Attempted to replicate that error,  locally,  but couldn't. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
b3ce31b035ea48a4b0e99cb9992013a1,109,5/26/16,7:00 AM,2:06 PM,07:06:00,07:06:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Looked into re creating e check issues.  
Discussed root cause problem and solution with Steve. 
Implemented fix by checking for login before instantiating cart gateway in catalog templates for onestop and mobile. 
Discussed screen print dept ship via feature with Rick and Steve. 
Pushed fixes to production. 
Discussed new schedule with Rick. 
Researched automating curses app with expect. 
Started digging into ship via generation. 
","2640 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
620da143f040428ca34dfc7d395ad3b9,110,5/26/16,4:18 PM,7:14 PM,02:56:00,02:56:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Explored checkout process getshipvia generation. 
Discussed how things are filtered with Steve. 
Figured out how to use Javascript layer in spacemacs to jump to definitions. 
Discussed spacemacs analytics turbo links and react magic.","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
7d3ef28e584a420fa4e1c88645b9328b,7,5/27/16,4:23 PM,4:33 PM,00:10:00,00:10:00,0,0,7e1de78a51af4a0ca0fbe48f14258992,Meditation,,On the beach listening to the waves.  Laid  down on back and focused on breathing.  Then switched to half lotus and focused on relaxing the body.  I feel a little rushed still.,,-,Yes,No,Task,,00:00:00,,
4e2d5a3bca09491bb63faee9dd80359f,17,5/29/16,5:50 PM,6:12 PM,00:22:00,00:22:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Started schema,"301-399 S 1st St, West Branch, MI 48661",-,Yes,No,Task,,00:00:00,,
5b0ae32f129c4de69b2163fe66d969a6,111,6/1/16,7:00 AM,2:02 PM,07:02:00,07:02:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Implemented address string passing down to the scope of the shipment type filtering.  
Discussed fixing a report for missing size specs with marketing. 
Discussed how users add the screen department as a shipping address. 
","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
c1aceb4e32d1444998f4ad9199568af0,112,6/1/16,4:19 PM,7:21 PM,03:02:00,03:02:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Advanced screen printing department feature. 
Discussed how the option for shipment types was not present in my testing environment for the screen printing department feature,  with Rick. 
Looked into fixing missing size specs report.  Outlined steps in trello. 
Looked into expect and automating vics. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
3403ff14a29a4e9b8ba2413a78a53613,113,6/2/16,7:05 AM,11:30 AM,04:25:00,04:25:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Implemented gateway changes and filter functions for missing size spec report. 
Pushed overdue footer and employee application changes and fixed typos. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
942992c4154346f489653f0798934424,114,6/2/16,1:39 PM,7:17 PM,05:38:00,05:38:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished altering size spec report.  Had to use a legacy syntax for callbacks in an array filter. 
Fixed a broken link for custom catalogs. 
Looked into a customer non issue. 
Discussed xdebug breakpoint issue on e-check request with Steve, no resolution yet. 
Progressed screen print dept ship feature,  vics controller compares hard coded address with user selected one. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
cc9b935b82ee448994808876d3175861,115,6/3/16,6:59 AM,2:03 PM,07:04:00,07:04:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Progressed the screen print dept dropship feature.  Verified backend address comparison and options population works. 
Nearly finished front end address screening. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
56bcee9443fe420d8591b0eb98b03fc8,116,6/3/16,4:17 PM,7:00 PM,02:43:00,02:43:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished first iteration on the screen print dept dropship feature. 
Started looking into replacing Mongo hits gateway for generic websites. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
e628dd1048df4ae9a9a7cfe568f36f05,18,6/4/16,3:02 PM,6:50 PM,03:48:00,03:48:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,"Simple user table migration verified. 
Discussed and ran cider connection in emacs, with Mark. 
Discussed routing with reagent and wrote a script for automating cider nrepl launch with Mark. ","534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
8fa5cbaa66874105b1a00b7c9079687c,117,6/6/16,6:58 AM,12:04 PM,05:06:00,05:06:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Dove into the generic website project and tried to make sense of database interactions and abstract classes for gateways and models. 
Reviewed screen print department feature and marked bugs with Steve. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
0c92417515b44deaa3c9d4acd6932cfe,118,6/7/16,7:00 AM,1:02 PM,06:02:00,06:02:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Discussed lost cash discount request with Steve and his changes to main site. 
Finished implementing the lost cash discount disclaimer and price modification request on mobile with slight changes to main. 
Pushed changes to tweety. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
fdd8fd15a9004b1595a0258f666e9239,19,6/7/16,1:49 PM,2:13 PM,00:24:00,00:24:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Tried to get cider emacs connection to work.  Read some of reagent forms.,"611 Innes St NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
f36d0dc64e414906a81e1ca39ec67c81,20,6/7/16,5:20 PM,6:16 PM,00:56:00,00:56:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Added form dependency and example form from reagent-forms.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
11f8dbecec58467c824642a3291b0819,119,6/8/16,7:03 AM,1:58 PM,06:55:00,06:55:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Pushed lost cash discount changes to production. 
Started looking into checkout error for screen print dept feature. After tracing through some heavy call stacks I figured out the problem. 
Tried a solution and hit a snag. 
Discussed problem and grand project directions  with Ryan. 
","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
c31107f338fb4dcaa28eaf706c945cd6,120,6/8/16,4:07 PM,6:58 PM,02:51:00,02:51:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Started looking for the session population spot for the checkout finalize process. 
Discussed a vics issue with Ryan. 
Attempted to figure out what isn't working with spacemacs project search. 
Finished style and content changes. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
257fd0027cd74288b2991dbcfe84ce8b,121,6/9/16,6:57 AM,2:04 PM,07:07:00,07:07:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Pushed iteration one of content changes to tweety. 
Discussed the screen print department feature issues with Steve. 
Updated content changes to Erin's request. 
Discussed porting from mercurial to git with Steve and Ryan. 
Looked into vics cache reporting issue with Steve. 
Discussed project goals with Steve and started a pros cons chart. 
Looked into a customer issue. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
4d65ad54af7f4ede8604005de19ac5bb,122,6/9/16,4:14 PM,7:09 PM,02:55:00,02:55:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Pushed content changes to production. 
Worked on generic website spec rendering. 
Discussed zone framework with Steve. 
Started mapping out and discussed project stuff with Steve. ","2640 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
e6e7852e34584b65adfd797259dacba8,123,6/10/16,7:00 AM,2:00 PM,07:00:00,07:00:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Traced through checkout process. Started whiteboarding the process. 
Worked on a Gant chart template and visual for options on project goals. 
Discussed some needless complexity and idiosyncrasies of the Web project with Ryan. 
Continued whiteboarding the back end functionality on the checkout process. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
1897c539964743b7bf7489ed3ab4ab7c,124,6/10/16,4:28 PM,6:37 PM,02:09:00,02:09:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Continued diagramming and digesting this ugly and smelly checkout process. Finished the review controller.,"2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
3111ddc15dcb4570bb05226a53a77e80,21,6/12/16,7:35 PM,8:33 PM,00:58:00,00:58:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,"Ran the project from Mark's newest change. Walked through the code. 
Looked up sente and lein docs. ",,-,Yes,No,Task,,00:00:00,,
e3bb7e6e97c147da817d528f7471d47e,125,6/13/16,7:01 AM,12:05 PM,05:04:00,05:04:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished mapping out checkout process.  Discussed issue with screen print dept feature with Steve.  Implemented a fix.  Pushed to testing. 
Discussed lost cash discount dilemma and vics printout change with Steve and Ryan. 
Implemented one of three copy changes for lost cash discount feature. ","2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
e2e7defbc7c149ee8222d1a1e320f9de,22,6/13/16,3:21 PM,4:54 PM,01:33:00,01:33:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Discussed some questions with Mark.  Played with sign up post request until I got valid response.,"613 Lyon St NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
9dff5da1dcd74b9f92bfc4ab9083c994,23,6/13/16,8:40 PM,9:18 PM,00:38:00,00:38:00,0,0,7b6b8e9bd04f4efead03f620a12a756f,Ta-done,,Sign up process calls db query.,"534 Clancy Ave NE, Grand Rapids, MI 49503",-,Yes,No,Task,,00:00:00,,
9fff9a8f5fb64bccb1c2c3ccef3600c1,126,6/14/16,7:00 AM,12:02 PM,05:02:00,05:02:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Finished and pushed disclaimer text updates for main site and mobile with multiple iterations while working on implementing the screen print department feature on mobile.,"2686 Northridge Dr NW, Grand Rapids, MI 49544",-,Yes,No,Task,,00:00:00,,
